Year,FAFSA_CA_Dream_Act_Submitted,FAFSA_CA_Dream_Act_Completed,Cal_Grant_Submitted,Cal_Grant_Completed,Cal_Grant_Awarded,Enrollment,County,School_District,High_School,City
2022,,,,,,26,Santa Clara,East Side Union High,"Escuela Popular/Center for Training and Careers, Family Learning",San Jose
2023,12,7,,,,26,Santa Cruz,Pajaro Valley Unified,Pacific Coast Charter,Watsonville
2023,13,12,9,8,1,26,Shasta,Columbia Elementary,Shasta View Academy,Alturas
2023,17,16,17,16,10,26,Sierra,Sierra-Plumas Joint Unified,Loyalton High,Loyalton
2022,2,2,,,,26,Siskiyou,Yreka Union High,Discovery High,Yreka
2022,10,10,10,10,7,26,Stanislaus,Stanislaus County Office of Education,Valley College High,Modesto
2023,7,7,2,2,,26,Stanislaus,Hart-Ransom Union Elementary,Hart-Ransom Academic Charter,Modesto
2022,2,2,,,,26,Tehama,Tehama County Department of Education,Tehama eLearning Academy,Red Bluff
2023,4,4,4,4,1,26,Ventura,Ventura County Office of Education,River Oaks Academy,Westlake Village
2022,7,6,4,4,2,26,Ventura,Ojai Unified,Legacy High,Ojai
2023,8,6,3,2,1,26,Yuba,Yuba County Office of Education,Yuba County Career Preparatory Charter,Marysville
2023,8,7,7,6,3,25,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,Union City
2022,10,10,9,9,5,25,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,Union City
2023,,,,,,25,Butte,Paradise Unified,Paradise eLearning Academy,Paradise
2022,2,2,2,2,1,25,Butte,Paradise Unified,HomeTech Charter,Paradise
2022,14,14,13,13,5,25,Fresno,Parlier Unified,San Joaquin Valley High,Parlier
2023,23,23,22,22,15,25,Humboldt,Ferndale Unified,Ferndale High,Ferndale
2022,1,1,,,,25,Los Angeles,Bassett Unified,Nueva Vista Continuation High,La Puente
2023,26,26,25,25,20,25,Los Angeles,Los Angeles Unified,University Pathways Medical Magnet Academy,Los Angeles
2022,7,5,6,4,,25,Los Angeles,Los Angeles Unified,Owensmouth Continuation,Canoga Park
2023,3,2,,,,25,Los Angeles,Redondo Beach Unified,Patricia Dreizler Continuation High,Redondo Beach
2023,7,7,7,7,2,25,Madera,Madera Unified,Sherman Thomas Charter High,Madera
2022,12,11,12,11,3,25,Mendocino,Ukiah Unified,Redwood Collegiate Academy,Ukiah
2022,19,18,18,18,16,25,San Bernardino,Chino Valley Unified,Boys Republic High,Chino Hills
2023,1,1,,,,25,San Bernardino,Helendale Elementary,Independence Charter Academy,Helendale
2023,6,5,6,5,3,25,San Diego,San Diego County Office of Education,Dimensions Collaborative,Escondido
2022,2,2,2,2,2,25,San Diego,Grossmont Union High,The Learning Choice Academy - East County,La Mesa
2023,22,21,19,19,5,25,San Diego,Grossmont Union High,Grossmont Middle College High,El Cajon
2022,6,4,6,4,3,25,San Diego,Julian Union Elementary,Diego Valley East Public Charter,El Cajon
2023,11,11,9,9,6,25,San Diego,San Diego Unified,America's Finest Charter,San Diego
2022,6,5,3,3,1,25,Santa Barbara,SBE - Olive Grove Charter - Santa Barbara,Olive Grove Charter - Santa Barbara,Santa Barbara
2022,13,12,13,12,4,25,Santa Cruz,Pajaro Valley Unified,PVUSD Virtual Academy,Watsonville
2022,5,5,4,4,,25,Santa Cruz,San Lorenzo Valley Unified,SLVUSD Charter,Felton
2022,4,3,4,3,1,25,Sonoma,Guerneville Elementary,California Pacific Charter - Sonoma,Newport Beach
2023,8,8,8,8,4,25,Tulare,Alta Vista Elementary,Monarch River Academy,Porterville
2022,,,,,,25,Tuolumne,Sonora Union High,Dario Cassina High,Sonora
2023,12,12,12,12,4,24,Humboldt,Humboldt County Office of Education,Northcoast Preparatory and Performing Arts Academy,Arcata
2023,,,,,,24,Humboldt,Northern Humboldt Union High,Pacific Coast High (Continuation),Mckinleyville
2022,17,15,15,14,5,24,Los Angeles,Los Angeles County Office of Education,Intellectual Virtues Academy,Long Beach
2022,1,1,1,1,,24,Los Angeles,Long Beach Unified,Clear Passage Educational Center,Long Beach
2023,20,20,20,20,18,24,Los Angeles,Los Angeles Unified,Magnolia Science Academy 4,Los Angeles
2023,4,4,4,4,2,24,Los Angeles,Palos Verdes Peninsula Unified,Rancho del Mar High (Continuation),Rolling Hills
2022,3,2,,,,24,Los Angeles,Redondo Beach Unified,Patricia Dreizler Continuation High,Redondo Beach
2022,9,8,9,8,2,24,Madera,Yosemite Unified,Glacier High School Charter,Oakhurst
2022,18,18,18,18,12,24,Mendocino,Anderson Valley Unified,Anderson Valley Junior-Senior High,Boonville
2022,4,4,,,,24,Sacramento,Sacramento County Office of Education,Fortune,Elk Grove
2023,19,17,16,15,7,24,San Bernardino,Chaffey Joint Union High,Chaffey District Online High,Ontario
2023,22,22,19,19,7,24,San Diego,San Diego Unified,San Diego Metro Career and Tech,San Diego
2023,,,,,,24,San Diego,San Diego Unified,Urban Discovery Academy Charter,San Diego
2022,4,4,4,4,3,24,San Diego,San Marcos Unified,Pivot Charter School - San Diego II,San Marcos
2023,2,2,1,1,,24,Shasta,Gateway Unified,Gateway Educational Options,Redding
2023,11,10,10,10,4,24,Sonoma,Windsor Unified,North Bay Met Academy,Windsor
2023,6,6,,,,24,Sutter,Yuba City Unified,Yuba City Independence Academy,Yuba City
2022,,,,,,24,Trinity,Trinity County Office of Education,California Heritage Youthbuild Academy II,Redding
2023,6,6,5,5,,23,Alameda,Fremont Unified,Vista Alternative,Fremont
2023,22,19,19,17,11,23,Colusa,Maxwell Unified,Maxwell Sr High,Maxwell
2022,20,17,18,16,6,23,Colusa,Maxwell Unified,Maxwell Sr High,Maxwell
2022,2,2,,,,23,Fresno,Kingsburg Joint Union High,Oasis Continuation High,Kingsburg
2023,6,6,4,4,2,23,Glenn,Glenn County Office of Education,William Finch,Orland
2023,6,4,6,4,4,23,Humboldt,Humboldt County Office of Education,Northern United - Humboldt Charter,Eureka
2023,11,9,10,9,8,23,Los Angeles,Los Angeles County Office of Education,Intellectual Virtues Academy,Long Beach
2022,10,10,10,10,6,23,Los Angeles,Los Angeles Unified,New Village Girls Academy,Los Angeles
2023,19,18,19,18,12,23,Los Angeles,Los Angeles Unified,"Boyle Heights Science, Technology, Engineering and Math Magnet",Los Angeles
2022,20,19,19,18,15,23,Merced,Merced County Office of Education,Merced Scholars Charter,Merced
2022,2,2,2,2,,23,Riverside,Riverside County Office of Education,Pivot Charter School Riverside,Corona
2023,2,2,,,,23,Sacramento,Sacramento County Office of Education,Fortune,Elk Grove
2022,19,16,13,12,3,23,Sacramento,Robla Elementary,Marconi Learning Academy,Sacramento
2023,12,12,11,11,4,23,Sacramento,San Juan Unified,Meraki High,Fair Oaks
2022,14,11,13,10,6,23,San Diego,Fallbrook Union High,Oasis High (Alternative),Fallbrook
2023,,,5,5,3,23,San Diego,Ramona City Unified,Mountain Valley Academy,Ramona
2022,24,21,24,21,13,23,San Diego,San Diego Unified,East Village Middle College High,San Diego
2022,16,14,16,14,10,23,San Diego,San Diego Unified,America's Finest Charter,San Diego
2022,2,2,1,1,1,23,San Diego,Valley Center-Pauma Unified,Valley Center Prep,Valley Center
2022,13,12,13,12,6,23,San Mateo,La Honda-Pescadero Unified,Pescadero High,Pescadero
2022,19,18,18,18,6,23,Shasta,Fall River Joint Unified,Fall River Junior-Senior High,Mcarthur
2022,2,2,2,2,1,23,Stanislaus,Stanislaus County Office of Education,John B Allard,Ceres
2023,,,,,,23,Stanislaus,Stanislaus County Office of Education,Stanislaus County West Campus,Modesto
2022,1,1,,,,23,Stanislaus,Stanislaus County Office of Education,Stanislaus County West Campus,Modesto
2022,10,10,,,,23,Stanislaus,Ceres Unified,Whitmore Charter High,Ceres
2022,2,1,2,1,,23,Stanislaus,Waterford Unified,Sentinel High,Waterford
2022,18,17,18,17,14,23,Trinity,Mountain Valley Unified,Hayfork High,Hayfork
2023,35,33,35,33,23,23,Tulare,Stone Corral Elementary,Crescent Valley Public Charter II,Visalia
2023,22,19,16,14,1,23,Tulare,Farmersville Unified,Deep Creek Academy,Farmersville
2023,15,13,15,13,9,23,Tulare,Porterville Unified,Porterville Military Academy,Porterville
2022,9,7,9,7,7,23,Tulare,Porterville Unified,Porterville Military Academy,Porterville
2022,5,3,,,,23,Ventura,Ventura County Office of Education,Gateway Community,Camarillo
2023,23,22,21,20,13,23,Yolo,Washington Unified,Washington Middle College High,West Sacramento
2023,,,,,,22,Alameda,Castro Valley Unified,Castro Valley Virtual Academy,Castro Valley
2023,1,1,1,1,1,22,Butte,Paradise Unified,HomeTech Charter,Paradise
2022,4,3,,,,22,Butte,Gridley Unified,Esperanza High (Continuation),Gridley
2023,7,4,,,,22,Fresno,Kingsburg Joint Union High,Oasis Continuation High,Kingsburg
2023,21,14,7,4,3,22,Imperial,Central Union High,Desert Oasis High (Continuation),El Centro
2023,16,15,16,15,11,22,Los Angeles,Downey Unified,Downey Unified Virtual Academy at Lynn L. Pace Education Center,Bellflower
2022,,,,,,22,Los Angeles,Los Angeles Unified,Ivy Academia,West Hills
2023,9,8,9,8,2,22,Los Angeles,Los Angeles Unified,Harris Newmark Continuation,Los Angeles
2022,12,11,12,11,5,22,Los Angeles,Los Angeles Unified,Angel's Gate (Continuation),San Pedro
2022,3,3,,,,22,Los Angeles,Santa Monica-Malibu Unified,Olympic High (Continuation),Santa Monica
2023,7,6,5,4,2,22,Los Angeles,San Gabriel Unified,Del Mar High,San Gabriel
2023,22,20,22,20,7,22,Madera,Yosemite Unified,Ahwahnee High,Oakhurst
2023,6,5,,,,22,Mendocino,Round Valley Unified,Round Valley High,Covelo
2023,19,19,17,17,13,22,Modoc,Tulelake Basin Joint Unified,Tulelake High,Tulelake
2023,12,11,10,10,3,22,Orange,Placentia-Yorba Linda Unified,Parkview,Placentia
2022,5,5,5,5,3,22,San Bernardino,Trona Joint Unified,Trona High,Trona
2023,9,8,9,8,4,22,Santa Cruz,San Lorenzo Valley Unified,SLVUSD Charter,Felton
2022,4,4,4,4,1,22,Sonoma,Petaluma Joint Union High,Valley Oaks High (Alternative),Petaluma
2023,14,13,12,12,4,22,Sonoma,Twin Hills Union Elementary,Orchard View,Sebastopol
2023,6,5,6,5,3,22,Stanislaus,Stanislaus County Office of Education,Stanislaus Military Academy at Teel,Turlock
2023,3,3,3,3,1,22,Stanislaus,Oakdale Joint Unified,Oakdale Charter,Oakdale
2023,12,12,10,10,8,22,Tulare,Alpaugh Unified,Alpaugh -Senior High,Alpaugh
2023,,,,,,21,Alameda,Piedmont City Unified,Millennium High Alternative,Piedmont
2023,12,12,8,8,4,21,Butte,Butte County Office of Education,Hearthstone,Oroville
2023,2,2,,,,21,Calaveras,Calaveras Unified,Calaveras Unified Alternative-Sierra Hills Education Center,San Andreas
2023,16,10,14,9,4,21,Kern,Maricopa Unified,Maricopa High,Maricopa
2022,8,8,8,8,2,21,Lake,Konocti Unified,Konocti Education Center,Clearlake
2023,10,9,,,,21,Los Angeles,Centinela Valley Union High,Centinela Valley Independent Study,Lawndale
2022,11,9,10,9,4,21,Los Angeles,Los Angeles Unified,Highland Park Continuation,Los Angeles
2023,11,10,10,9,3,21,Los Angeles,Los Angeles Unified,Robert H. Lewis Continuation,Sun Valley
2022,12,9,12,9,1,21,Los Angeles,Los Angeles Unified,Dan M. Issacs Avalon High,Wilmington
2023,4,3,4,3,,21,Los Angeles,Los Angeles Unified,Eagle Tree Continuation,Carson
2022,5,5,3,3,,21,Los Angeles,Palos Verdes Peninsula Unified,Rancho del Mar High (Continuation),Rolling Hills
2022,1,1,,,,21,Marin,Novato Unified,Nova Education Center,Novato
2023,17,16,15,15,8,21,Mendocino,Potter Valley Community Unified,Potter Valley High,Potter Valley
2022,3,2,,,,21,Monterey,Soledad Unified,Pinnacles High,Soledad
2022,6,5,,,,21,Placer,Tahoe-Truckee Unified,Sierra High (Continuation),Truckee
2023,2,2,2,2,1,21,Riverside,Riverside County Office of Education,Pivot Charter School Riverside,Corona
2022,,,,,,21,Riverside,Riverside County Office of Education,Excelsior Charter School Corona-Norco,Corona
2022,4,4,,,,21,Sacramento,Sacramento County Office of Education,North Area Community,Sacramento
2023,1,,,,,21,San Bernardino,Colton Joint Unified,Washington High,Colton
2023,8,7,,,,21,San Diego,Valley Center-Pauma Unified,Valley Center Prep,Valley Center
2023,10,10,10,10,2,21,San Joaquin,New Jerusalem Elementary,Valley View Charter Prep,Stockton
2023,4,4,,,,21,Siskiyou,Yreka Union High,Discovery High,Yreka
2022,10,8,5,5,3,21,Siskiyou,Butte Valley Unified,Butte Valley High,Dorris
2022,1,1,,,,21,Sonoma,Windsor Unified,North Bay Met Academy,Windsor
2023,18,18,16,16,14,21,Trinity,Mountain Valley Unified,Hayfork High,Hayfork
2023,,,5,5,1,20,Fresno,Fresno Unified,Endeavor Charter,Fresno
2023,13,12,11,10,8,20,Fresno,Kings Canyon Joint Unified,Kings Canyon Online,Dunlap
2023,14,14,14,14,3,20,Lake,Konocti Unified,Konocti Education Center,Clearlake
2022,1,1,,,,20,Los Angeles,El Segundo Unified,Arena High (Continuation),El Segundo
2023,21,17,20,16,5,20,Los Angeles,Los Angeles Unified,Pueblo de Los Angeles Continuation,Los Angeles
2023,2,2,,,,20,Los Angeles,Santa Monica-Malibu Unified,Olympic High (Continuation),Santa Monica
2022,6,4,1,1,,20,Los Angeles,San Gabriel Unified,Del Mar High,San Gabriel
2023,7,6,7,6,3,20,Marin,Novato Unified,Nova Education Center,Novato
2023,5,4,,,,20,Placer,Tahoe-Truckee Unified,Sierra High (Continuation),Truckee
2023,9,8,9,8,5,20,Riverside,Riverside County Office of Education,Excelsior Charter School Corona-Norco,Corona
2022,3,3,3,3,3,20,San Bernardino,Helendale Elementary,Excel Academy Charter,Irvine
2022,33,29,32,28,14,20,San Diego,Sweetwater Union High,Options Secondary,Chula Vista
2022,4,3,,,,20,San Diego,Carlsbad Unified,Carlsbad Seaside Academy,Carlsbad
2022,6,6,6,6,1,20,San Joaquin,New Jerusalem Elementary,Valley View Charter Prep,Stockton
2022,12,9,9,7,6,20,San Luis Obispo,Shandon Joint Unified,Shandon High,Shandon
2022,11,10,7,7,3,20,Sierra,Sierra-Plumas Joint Unified,Loyalton High,Loyalton
2022,1,1,,,,20,Sonoma,Windsor Unified,Windsor Oaks Academy,Windsor
2022,5,5,5,5,2,20,Stanislaus,Keyes Union,Keyes to Learning Charter,Keyes
2022,10,9,9,9,5,20,Tulare,Alpaugh Unified,Alpaugh -Senior High,Alpaugh
2022,9,5,6,2,,20,Tulare,Cutler-Orosi Joint Unified,Lovell High,Cutler
2023,2,2,,,,20,Ventura,Ventura County Office of Education,Phoenix,Camarillo
2022,1,1,1,1,,20,Ventura,Moorpark Unified,IvyTech Charter,Moorpark
2023,1,1,1,1,,20,Yolo,Winters Joint Unified,Wolfskill High,Winters
2022,,,,,,19,Kern,Tehachapi Unified,Monroe High (Continuation),Tehachapi
2023,6,6,1,1,1,19,Los Angeles,Charter Oak Unified,Oak Knoll Alternative,Glendora
2023,2,2,2,2,,19,Los Angeles,El Segundo Unified,Arena High (Continuation),El Segundo
2023,7,5,7,5,4,19,Los Angeles,Los Angeles Unified,New Village Girls Academy,Los Angeles
2023,5,4,2,2,1,19,Los Angeles,Los Angeles Unified,Harold McAlister High (Opportunity),Los Angeles
2023,30,22,27,20,3,19,Los Angeles,Los Angeles Unified,Owensmouth Continuation,Canoga Park
2022,,,,,,19,Madera,Golden Valley Unified,Independence Continuation High,Madera
2023,10,9,,,,19,Madera,Chawanakee Unified,Chawanakee Academy Charter,O'Neals
2023,4,4,4,4,,19,Madera,Yosemite Unified,Glacier High School Charter,Oakhurst
2022,,,,,,19,Marin,Marin County Office of Education,Phoenix Academy,Lake View Terrace
2023,2,2,,,,19,Sacramento,Sacramento County Office of Education,El Centro Jr./Sr. High,Sacramento
2022,15,14,14,14,7,19,San Bernardino,Chaffey Joint Union High,Chaffey District Online High,Ontario
2023,8,8,6,6,4,19,San Diego,Julian Union High,Julian High,Julian
2022,2,2,,,,19,Shasta,Gateway Unified,Mountain Lakes High,Shasta Lake
2023,,,,,,19,Sonoma,Healdsburg Unified,Marce Becerra Academy,Healdsburg
2022,6,5,5,4,,19,Yolo,Davis Joint Unified,Davis School for Independent Study,Davis
2023,1,1,,,,18,Alameda,Alameda County Office of Education,Alameda County Community,Hayward
2022,5,5,5,5,2,18,Butte,Butte County Office of Education,Hearthstone,Oroville
2022,1,1,1,1,1,18,Butte,Chico Unified,Pivot Charter School North Valley II,Chico
2023,3,2,,,,18,Butte,Gridley Unified,Esperanza High (Continuation),Gridley
2023,,,,,,18,Calaveras,Bret Harte Union High,Vallecito Continuation High,Vallecito
2022,,,,,,18,Calaveras,Bret Harte Union High,Vallecito Continuation High,Vallecito
2023,2,2,1,1,,18,Contra Costa,Martinez Unified,Briones (Alternative),Martinez
2022,8,5,7,5,5,18,Glenn,Glenn County Office of Education,William Finch,Orland
2023,,,,,,18,Lake,Konocti Unified,Richard H. Lewis Alternative,Lower Lake
2022,1,1,,,,18,Lake,Konocti Unified,Richard H. Lewis Alternative,Lower Lake
2022,5,4,,,,18,Los Angeles,Bellflower Unified,Las Flores Home Education Independent Study Academy,Bellflower
2022,4,2,,,,18,Los Angeles,Claremont Unified,San Antonio High (Continuation),Claremont
2023,19,16,18,15,4,18,Los Angeles,Los Angeles Unified,Richard A. Alonzo Community Day,Los Angeles
2022,9,7,8,6,,18,Los Angeles,Los Angeles Unified,Pueblo de Los Angeles Continuation,Los Angeles
2023,8,7,7,6,2,18,Los Angeles,Los Angeles Unified,Metropolitan Continuation,Los Angeles
2022,3,2,2,1,1,18,Los Angeles,Los Angeles Unified,Zane Grey Continuation,Reseda
2022,25,20,14,13,5,18,Los Angeles,Los Angeles Unified,Evergreen Continuation,Sylmar
2022,3,1,3,1,1,18,Los Angeles,Los Angeles Unified,Marlton,Los Angeles
2022,4,4,,,,18,Los Angeles,Acton-Agua Dulce Unified,Empower Generations,Lancaster
2023,6,3,2,2,2,18,Mariposa,Mariposa County Unified,Sierra Home,Mariposa
2022,5,5,,,,18,Mariposa,Mariposa County Unified,Sierra Home,Mariposa
2023,12,12,12,12,10,18,Mono,Eastern Sierra Unified,Coleville High,Coleville
2023,2,2,,,,18,Nevada,Nevada County Office of Education,Bitney Prep High,Grass Valley
2023,12,12,12,12,7,18,Orange,Orange County Department of Education,Orange County Workforce Innovation High,Anaheim
2022,8,7,8,7,4,18,Orange,Orange Unified,OUSD Home Sch,Orange
2023,9,9,8,8,1,18,Plumas,Plumas Unified,Chester Junior/Senior High,Chester
2022,,,,,,18,Sacramento,Sacramento County Office of Education,El Centro Jr./Sr. High,Sacramento
2022,9,9,,,,18,Sacramento,Elverta Joint Elementary,Alpha Charter,Elverta
2023,5,5,5,5,2,18,San Bernardino,Trona Joint Unified,Trona High,Trona
2023,31,29,30,29,17,18,San Diego,San Diego Unified,East Village Middle College High,San Diego
2023,5,5,5,5,1,18,San Diego,Carlsbad Unified,Carlsbad Seaside Academy,Carlsbad
2023,1,1,,,,18,San Joaquin,Escalon Unified,Vista High (Continuation),Escalon
2023,1,1,,,,18,San Joaquin,Linden Unified,Pride Continuation,Stockton
2023,9,8,8,7,4,18,San Luis Obispo,Shandon Joint Unified,Shandon High,Shandon
2023,2,2,,,,18,Santa Barbara,SBE - Olive Grove Charter - Lompoc,Olive Grove Charter - Lompoc,Lompoc
2023,8,8,,,,18,Santa Cruz,Santa Cruz City High,Ark Independent Studies,Santa Cruz
2023,10,10,10,10,3,18,Sutter,Nuestro Elementary,Sutter Peak Charter Academy,Rio Linda
2023,2,2,,,,18,Ventura,Ventura County Office of Education,Providence,Oxnard
2023,8,6,5,5,3,18,Ventura,Ojai Unified,Legacy High,Ojai
2023,9,8,7,7,3,17,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,Hayward
2023,3,3,,,,17,Contra Costa,Acalanes Union High,Acalanes Center for Independent Study,Walnut Creek
2023,,,,,,17,Fresno,Coalinga-Huron Unified,Chesnut High (Continuation),Huron
2022,2,2,,,,17,Fresno,Coalinga-Huron Unified,Chesnut High (Continuation),Huron
2022,15,14,15,14,10,17,Humboldt,Humboldt County Office of Education,Northcoast Preparatory and Performing Arts Academy,Arcata
2022,14,12,13,11,6,17,Kern,Maricopa Unified,Maricopa High,Maricopa
2023,,,,,,17,Lassen,Lassen Union High,Credence High,Susanville
2022,10,10,9,9,5,17,Los Angeles,Los Angeles Unified,Harold McAlister High (Opportunity),Los Angeles
2023,12,6,9,6,4,17,Los Angeles,Los Angeles Unified,Angel's Gate (Continuation),San Pedro
2022,6,5,5,4,1,17,Los Angeles,Los Angeles Unified,Whitman Continuation,Los Angeles
2022,5,4,,,,17,Los Angeles,Acton-Agua Dulce Unified,Mission Academy,Acton
2022,6,6,6,6,1,17,Madera,Madera Unified,Sherman Thomas Charter High,Madera
2023,12,12,12,12,9,17,Mendocino,Ukiah Unified,Redwood Collegiate Academy,Ukiah
2023,,,,,,17,Merced,Gustine Unified,Pioneer High (Continuation),Gustine
2022,7,7,7,7,5,17,Plumas,Plumas Unified,Chester Junior/Senior High,Chester
2022,3,2,,,,17,Sacramento,Center Joint Unified,McClellan High (Continuation),Antelope
2022,3,3,,,,17,San Benito,San Benito High,San Andreas Continuation High,Hollister
2023,6,6,6,6,5,17,San Bernardino,Chino Valley Unified,Boys Republic High,Chino Hills
2023,7,6,7,6,5,17,San Bernardino,Helendale Elementary,Excel Academy Charter,Irvine
2022,1,1,1,1,,17,San Diego,Grossmont Union High,Chaparral High,El Cajon
2022,8,7,7,7,4,17,San Diego,Julian Union High,Julian High,Julian
2022,7,7,7,7,4,17,San Diego,Vista Unified,Guajome Learning Center,Vista
2023,11,11,11,11,8,17,San Mateo,La Honda-Pescadero Unified,Pescadero High,Pescadero
2023,13,12,12,11,8,17,Santa Cruz,Pajaro Valley Unified,PVUSD Virtual Academy,Watsonville
2022,13,13,12,12,7,17,Shasta,Anderson Union High,Anderson New Technology High,Anderson
2022,9,8,,,,17,Siskiyou,Dunsmuir Joint Union High,Dunsmuir High,Dunsmuir
2022,5,4,3,2,,17,Sonoma,Petaluma Joint Union High,Carpe Diem High (Continuation),Petaluma
2023,3,3,3,3,1,17,Stanislaus,Keyes Union,Keyes to Learning Charter,Keyes
2022,3,3,3,3,2,17,Stanislaus,Turlock Unified,eCademy Charter at Crane,Turlock
2022,,,,,,17,Ventura,Ventura County Office of Education,Providence,Oxnard
2023,6,6,6,6,2,17,Yolo,Winters Joint Unified,Compass Charter School of Yolo,Thousand Oaks
2022,4,4,3,3,1,17,Yolo,Winters Joint Unified,Compass Charter School of Yolo,Thousand Oaks
2022,1,1,,,,17,Yolo,Winters Joint Unified,Wolfskill High,Winters
2023,,,,,,16,Contra Costa,San Ramon Valley Unified,Del Amigo High (Continuation),Danville
2022,5,5,5,5,4,16,Kings,Armona Union Elementary,Crossroads Charter Academy,Hanford
2022,1,1,,,,16,Lassen,Lassen Union High,Credence High,Susanville
2023,4,4,4,4,1,16,Los Angeles,Los Angeles Unified,Ivy Academia,West Hills
2022,12,8,9,7,,16,Los Angeles,Los Angeles Unified,San Antonio Continuation,Huntington Park
2022,5,4,5,4,,16,Los Angeles,Los Angeles Unified,Albert Einstein Continuation,Sepulveda
2023,19,15,15,11,4,16,Los Angeles,Los Angeles Unified,Evergreen Continuation,Sylmar
2022,19,15,18,14,3,16,Los Angeles,Los Angeles Unified,Boyle Heights Continuation,Los Angeles
2023,8,5,7,4,3,16,Los Angeles,Los Angeles Unified,Marlton,Los Angeles
2022,3,2,1,1,1,16,Los Angeles,Monrovia Unified,Mountain Park,Monrovia
2023,,,,,,16,Madera,Golden Valley Unified,Independence Continuation High,Madera
2023,3,1,3,1,1,16,Monterey,North Monterey County Unified,Central Bay High (Continuation),Salinas
2023,,,,,,16,Placer,Rocklin Unified,Rocklin Alternative Education Center,Rocklin
2023,12,11,10,10,10,16,San Diego,San Diego County Office of Education,San Pasqual Academy,Escondido
2023,1,1,1,1,,16,San Diego,Grossmont Union High,Chaparral High,El Cajon
2023,,,,,,16,San Diego,San Diego Unified,Learning Choice Academy,San Diego
2022,5,4,5,4,,16,San Diego,San Diego Unified,Learning Choice Academy,San Diego
2022,5,4,,,,16,San Diego,Warner Unified,Warner Junior/Senior High,Warner Springs
2023,3,2,3,2,,16,Santa Barbara,Blochman Union Elementary,Trivium Charter,Lompoc
2023,12,10,8,8,7,16,Santa Barbara,Cuyama Joint Unified,Cuyama Valley High,New Cuyama
2022,6,6,2,2,,16,Santa Barbara,SBE - Olive Grove Charter - Lompoc,Olive Grove Charter - Lompoc,Lompoc
2023,7,6,7,6,1,16,Sonoma,Guerneville Elementary,California Pacific Charter - Sonoma,Newport Beach
2023,,,,,,16,Sonoma,Piner-Olivet Union Elementary,Northwest Prep Charter,Santa Rosa
2022,,,,,,16,Sonoma,Piner-Olivet Union Elementary,Northwest Prep Charter,Santa Rosa
2023,,,,,,16,Sutter,Yuba City Unified,Yuba City Charter,Yuba City
2023,4,4,,,,16,Tuolumne,Big Oak Flat-Groveland Unified,Don Pedro High,La Grange
2022,1,1,1,1,,16,Ventura,Conejo Valley Unified,Conejo Valley High (Continuation),Newbury Park
2022,4,3,4,3,,16,Ventura,Oak Park Unified,Oak View High,Oak Park
2022,8,8,7,7,,16,Ventura,Moorpark Unified,The High School at Moorpark College,Moorpark
2023,1,1,1,1,1,15,Butte,Chico Unified,Pivot Charter School North Valley II,Chico
2023,1,1,,,,15,Colusa,Colusa Unified,Colusa Alternative High (Continuation),Colusa
2022,,,,,,15,Colusa,Colusa Unified,Colusa Alternative High (Continuation),Colusa
2023,9,8,8,8,5,15,Lassen,Big Valley Joint Unified,Big Valley Jr. Sr. High,Bieber
2023,6,5,,,,15,Los Angeles,Los Angeles County Office of Education,"Kirby, Dorothy Camp",City Of Commerce
2022,,,,,,15,Los Angeles,Centinela Valley Union High,New Opportunities Charter,Inglewood
2022,5,5,5,5,5,15,Los Angeles,Charter Oak Unified,Oak Knoll Alternative,Glendora
2022,8,7,8,7,,15,Los Angeles,Los Angeles Unified,Monterey Continuation,Los Angeles
2023,,,,,,15,Madera,Yosemite Unified,Evergreen High,Oakhurst
2023,2,1,,,,15,Marin,Marin County Office of Education,Phoenix Academy,Lake View Terrace
2022,11,11,11,11,6,15,Mono,Eastern Sierra Unified,Coleville High,Coleville
2023,5,5,,,,15,Monterey,Carmel Unified,Carmel Valley High,Carmel
2023,14,12,10,9,5,15,Sacramento,Robla Elementary,Marconi Learning Academy,Sacramento
2022,3,3,3,3,1,15,San Diego,Julian Union Elementary,Julian Charter,Julian
2023,48,43,46,41,23,15,San Diego,Sweetwater Union High,Options Secondary,Chula Vista
2023,4,4,3,3,2,15,San Diego,Vista Unified,Vista Visions Academy,Vista
2023,3,2,2,2,1,15,San Diego,Warner Unified,San Diego Mission Academy,San Diego
2023,4,3,,,,15,San Diego,Warner Unified,Warner Junior/Senior High,Warner Springs
2022,9,9,9,9,2,15,Santa Barbara,Blochman Union Elementary,Trivium Charter School Voyage,Santa Barbara
2023,4,3,,,,15,Siskiyou,Siskiyou Union High,Happy Camp High,Happy Camp
2023,1,1,1,1,,15,Sonoma,Windsor Unified,Windsor Oaks Academy,Windsor
2022,,,,,,15,Tuolumne,Tuolumne County Superintendent of Schools,Tuolumne County Special Education,Sonora
2023,1,1,1,1,1,15,Ventura,Mesa Union Elementary,Golden Valley Charter,Ventura
2023,1,1,,,,14,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,San Leandro
2022,2,1,,,,14,Alameda,Piedmont City Unified,Millennium High Alternative,Piedmont
2023,2,2,,,,14,Fresno,Clovis Unified,Enterprise Alternative,Clovis
